ID,Name,Closed Permanently,Closed for COVID,Covid Notes,Category,Parent Organization,Description,Address,Address2ndLine,City,State,Zip,Latitude,Longitude,Neighborhood,Email,Phone,Hours,Website,Facebook,Pinterest,Twitter,LinkedIn,Instagram,Eligibility Requirements,Languages,Food Types,Non-food Items,Services,Public Notes,Admin Contact,Admin Phone,Admin Email,Donation Contact,Donation Phone,Donation Email,Donation Pickup,Accepts Frozen,Accepts Refrigerated,Accepts Perishable,Donation Schedule,Donation Delivery Instructions,Donation Notes,Verification Status
5410,Hanna Boys Center,,,,Unknown,,"Station 3990 Weekly on  Friday, 11:00am - 12:00pm",17000 Arnold Dr,,Sonoma,CA,95476,38.32079498,-122.505988,,,(707) 996-6767,[],https://www.hannacenter.org/about-us/mission/,https://www.facebook.com/hannaboyscenter/,,https://twitter.com/hannaboyscenter,,https://www.instagram.com/hannaboyscenter/?hl=en,,English,,,,"
			Station 3990: Drive thru distribution available to those affected by the Coronavirus crisis.
		
			
",,,,,,,,,,,,,,2
5269,California Indian Museum and Cultural Center,,,"business hours and events may different due to COVID, but the hours I verified are standard",Other,,"The California Indian Museum and Cultural Center was founded in 1996 with the purpose of educating the public about the history, culture, and contemporary life of California Indians and to honor their contributions to civilization.

The Museum provides California Indians and the public with a first class museum facility in which to portray California Indian history and culture from an Indian perspective. In addition, the museum showcases and encourages the present-day renaissance of California Indian culture, affirming its survival and continued vitality in the face of extreme adversity. Finally, the museum provides opportunities for Native Americans to receive training and experience in a variety of fields such as museum direction, curation, design, and interpretation.",5250 Aero Drive,,Santa Rosa,California,95403,38.50889599,-122.764553,,cimandcc@aol.com,(707) 579-3004,[],https://cimcc.org/,https://www.facebook.com/CIMandCC/,,,,https://www.instagram.com/calindianmuseum/,,English,,,,,Kelly Myers,(707) 579-3004,,,,,,,,,,,,4
5017,San Lucas Apartments,,,,Other,,"San Lucas Apartments is part of a tax credit community, which means that federal tax credits were given to help finance the property. Applicants must qualify to live in the community by demonstrating that their annual household income is at or below 60% of the median income for the county where the community is located.",1221 West 7th Street,,Los Angeles,CA,90017,34.051981,-118.266564,,sanlucas@gslproperties.com,(213) 623-2010,[],https://www.gslsanlucas.com/,,,,,,,English,,,,,,,,,,,,,,,,,,4
5435,Lighthouse Church,,,,Unknown,,Senior Basket Fourth Friday of the month1:30pm - 2:15pm Groceries to Go Fourth Friday of the month1:30pm - 2:15pm Second Friday of the month1:30pm - 2:15pm,88 Middle Rincon Rd,,Santa Rosa,CA,95409,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/lighthouse-church,,,,,,,English,,,,"
			DRIVE THRU DISTRIBUTION
Groceries To Go: USDA food open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
5428,Lamplighter Mobile Home Park,,,,Unknown,,Groceries to Go Second Tuesday of the month10:00am - 11:00am Senior Basket Second Tuesday of the month10:00am - 11:00am,2800 Santa Rosa Ave,,Santa Rosa,CA,95407,1,1,,,(707) 544-1247,[],https://getfood.refb.org/sites/lamplighter-mobile-home-park,,,,,,,English,,,,"
			OPEN TO RESIDENTS ONLY. DRIVE THRU DISTRIBUTION.
Groceries To Go: USDA food open to all. 4th Tuesday distribution cancelled until notice.
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,1
5423,Kellgren Senior Apartments,,,,Shelter,,Groceries to Go Third Thursday of the month10:00am - 10:45am Senior Basket Third Thursday of the month10:00am - 10:45am,855 Wood Sorrel Dr,,Petaluma,CA,94954,38.26269076,-122.6481886,,,(555) 555-5555,[],https://getfood.refb.org/sites/kellgren-senior-apartments,,,,,,,English,,,,"
			OPEN TO RESIDENTS OR THEIR CAREGIVERS. FOR HOME DELIVERY CONTACT PEP HOUSING STAFF.
Groceries To Go: USDA food open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,1
5425,Kings Valley Circle,,,,Other,EAH Housing,Senior Housing,100 Kings Circle,,Cloverdale,CA,95425,38.81058998,-123.01533,,KV-management@eahhousing.org,(707) 894-2961,[],https://getfood.refb.org/sites/kings-valley-circle,,,,,,,English,,,,"
			OPEN TO RESIDENTS AND CAREGIVERS OF KINGS VALLEY APTS ONLY
Groceries To Go: USDA food open to all. 4th Thursday distribution cancelled until further notice.
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
4145,CLC Worship Center,,,"They don't have a current location, as soon as covid permits they will be opening at a new place.","Food Pantry, Meal Program",,Distribution of food and backpacks filled with supplies every 3rd Saturday afternoon.,No address - they'll be opening up at a new location,,Los Angeles,CA,90043,33.989516,-118.34514,NORTHRIDGE EAST,eldernelson@sbcglobal.net,"(323) 229-9731, (323) 422-7421",[],http://clcworshipcenter.org/,https://www.facebook.com/clcworshipcenter/,,,,,None,English,Nonperishables and perishables,"Backpacks filled with supplies (hygiene products clothes, water, etc.) for the homeless",,,Elder Nelson,323-229-9731,eldernelson@sbcglobal.net,Elder Nelson,323-229-9731,eldernelson@sbcglobal.net,,,,1,,Faith and Christ Ministries donates the food. Call the number to donate.,,4
5530,Valley Oak Park,,,Not a drive-thru. Must get in line and social distance.,Food Pantry,,,2600 Northcoast St,,Santa Rosa,CA,95403,38.4592767,-122.7406176,,info@refb.org,(707) 546-1797,[],https://getfood.refb.org/sites/valley-oak-park,,,,,,,English,,,,"OPEN TO RESIDENTS
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
Groceries To Go: USDA food open for all
Groceries to Go: First Friday of the month 2:00 pm - 3:00 pm,
Third Friday of the month 2:00 pm - 3:00 pm 
Senior Basket: First Friday of the month 2:00 pm - 3:00 pm 

		
			
",Mara Leon,(707)546-1797,,,,,,,,,,,,4
5456,"On the Move, Voices Sonoma",,,,Unknown,,,714 Mendocino Ave,,Santa Rosa,CA,95401,38.44618599,-122.717438,,,(555) 555-5555,[],https://getfood.refb.org/sites/voices-sonoma,,,,,,,English,,,,"
			Bagged lunch to go available to youth 16-24
		
			
",,,,,,,,,,,,,,1
5352,Catholic Charities - Santa Rosa,,,"The organization is continuing with regular food distributions during the pandemic. The Santa Rosa distribution center is located at The Palms Inn, 3345 Santa Rosa Avenue, Santa Rosa, and takes place every Tuesday from 2-3PM.","Food Pantry, Other",,,987 Airway Ct,,Santa Rosa,CA,95403,1,1,,CE@srcharities.org,(707) 528-8712,[],https://getfood.refb.org/sites/catholic-charities,,,,,,,English,,,,"Pantry available by appointment between the hours of 8-5 Mon - Fri, call to confirm can pick up.

		
			
",,,,,,,,,,,,,,4
4860,LA Global Care,,,,Shelter,,"Since 2006, L.A. Global Care has been serving the community by providing temporary and longer-term housing solutions to Southern California families and individuals in need. This is accomplished first by creating a stable environment through placement in residential homes and emergency shelters. This stability allows L.A. Global Care, in collaborative efforts with numerous community agencies and partners, to provide vocational training, assistance in finding employment, substance abuse treatment, and mental health counseling.",3701 Stocker St Suite 200,,Los Angeles,CA,90008,34.00704901,-118.337894,,info@laglobalcare.org,(323) 815-5400,[],https://www.mshazelshouseinc.org/,https://www.facebook.com/mshazelshouse/,,,,,,English,,,"emergency shelter housing, transitional housing, sober living, substance abuse housing, re-entry program housing, vocational training, assistance in finding employment, substance abuse treatment, and mental health counseling",,,323-815-5400,info@laglobalcare.org,,,,,,,,,Donate at https://www.mshazelshouseinc.org/donate.php,,4
5462,Petaluma Fairgrounds,,,,Other,,"Diabetes Wellness Second Friday of the month9:00am - 10:00am Senior Basket Second Friday of the month9:00am - 10:00am Groceries to Go Weekly on  Friday, 9:00am - 10:00am",175 Fairgrounds Dr,,Petaluma,CA,94952,38.24171118,-122.6307653,,info@sonoma-marinfair.org,(707) 283-3247,[],https://getfood.refb.org/sites/petaluma-fairgrounds,,,,,,,English,,,,"
			DRIVE THRU DISTRIBUTION
Groceries To Go: USDA food open to allSenior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site


		
			
",,,,,,,,,,,,,,2
5470,Rancho Grande Mobile Home Park,,,,Unknown,,Groceries to Go Second Friday of the month10:00am - 11:00am Senior Basket Second Friday of the month10:00am - 11:00am,5099 Snyder Ln,,Rohnert Park,CA,94928,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/rancho-grande-mobile-home-park,,,,,,,English,,,,"
			OPEN TO RESIDENTS AND CAREGIVERS ONLY

Groceries To Go: USDA food open for all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,1
5468,Rancho Cabeza,,,,Unknown,,Groceries to Go Fourth Tuesday of the month10:00am - 11:00am Senior Basket Fourth Tuesday of the month10:00am - 11:00am,677 Calistoga Rd,,Santa Rosa,CA,95409,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/rancho-cabeza,,,,,,,English,,,,"
			PRIMARILY OPEN TO RESIDENTS AND CAREGIVERS ONLY. DRIVE THRU DISTRIBUTION
Groceries To Go: USDA food open to all. 2nd Tuesday distribution cancelled until further notice. 
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,1
5479,Roseland Community @ Bayside Santa Rosa,,,,Unknown,,"Groceries to Go Weekly on  Monday, 8:30am - 9:30am",3175 Sebastopol Rd,,Santa Rosa,CA,95407,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/roseland-community-bayside-santa-rosa,,,,,,,English,,,,"
			DRIVE THRU DISTRIBUTION. SEPTEMBER 7TH DISTRIBUTION CANCELLED.
Groceries To Go: USDA food open to all
		
			
",,,,,,,,,,,,,,1
5463,Petaluma Health Center - Rohnert Park Location,,,,Unknown,,"Groceries to Go First Monday of the month8:30am - 10:00am Third Monday of the month8:30am - 10:00am Produce Pantry Weekly on  Monday, 9:00am - 10:00am Senior Basket Third Monday of the month8:30am - 10:00am",5900 State Farm Dr,,Rohnert Park,CA,94928,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/petaluma-health-center-rohnert-park-location,,,,,,,English,,,,"
			DRIVE THRU DISTRIBUTION. SEPTEMBER 7TH DISTRIBUTION CANCELLED.
Produce Pantry: Bring a bag. First come, first served

Groceries To Go: USDA food open to all
Senior Basket: 35-40 lb. box for low income seniors 60 or older, bring ID to apply on site.
		
			
",,,,,,,,,,,,,,1
5480,Roseland Village Neighborhood Center,,,,Unknown,,"Diabetes Wellness Fourth Friday of the month8:30am - 10:00am Senior Basket Fourth Friday of the month8:30am - 10:00am Groceries to Go Weekly on  Friday, 8:30am - 10:30am",West Ave and Sebastopol Rd,,Santa Rosa,CA,95407,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/roseland-village-neighborhood-center,,,,,,,English,,,,"
			WEEKLY GROCERIES TO GO START SEPTEMBER 4THDRIVE THRU DISTRIBUTION
Groceries To Go: USDA food open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,1
5483,Rural Human Services,,,,Unknown,,,286 M St,,Crescent City,CA,95531,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/rural-human-services,,,,,,,English,,,,"
			Food Distribution open on Wednesdays & Thursdays from 9 am - 2 pm on the third full week of the month. 
Senior Basket distribution for folks 60 or older, dates vary. Please call 707-464-7441 to confirm.
		
			
",,,,,,,,,,,,,,1
5513,St. Sebastian Church,,,,Unknown,,Groceries to Go Second Wednesday of the month9:30am - 10:30am,7983 Covert Ln,,Sebastopol,CA,95472,38.40477499,-122.839271,,,(555) 555-5555,[],https://getfood.refb.org/sites/st-sebastian-church,,,,,,,English,,,,"
			Groceries To Go: USDA food open to all, at the front of the church.
SVDP Pantry: Must call and leave a message with client name and number, volunteers will call back to schedule food pick up separate from Groceries To Go.
		
			
",,,,,,,,,,,,,,1
4942,Operation Blankets of Love,,,,Other,,"Since January 2008 OBOL's mission is to improve the health of homeless animals and increase their chances for survival and adoption. We aim to eliminate animal homelessness and euthanasia.

We accomplish this by:

Donating pet food, treats, blankets, towels, pet beds, leashes, collars, harnesses, toys, crates, medical and grooming supplies  and other items to shelters, rescue groups, pets of the homeless, animal transporters, foster caretakers, and wildlife sanctuaries, including during natural disasters.
Advocating for animal welfare through service-oriented humane education to children from pre-school age to high school.
Donating pet food and supplies to homeless and low-income pet owners including veterans, the disabled, families and seniors.
Promoting ""Adoption is the Best Option.""",16911 San Fernando Mission Boulevard #187,,Granada Hills,CA,91344,34.036,-118.677,,obol@obol.info,(818) 402-6586,[],https://www.obol.info/,https://www.facebook.com/OBOLPaws/,,https://twitter.com/OBOLPaws/,,https://www.instagram.com/OBOLPaws/,,English,,,,,Eileen,(818) 402-6586,,,,,,,,,,,,4
5497,Silvercrest  Residence Apartments,,,,Unknown,,Senior Basket Fourth Tuesday of the month8:30am - 9:30am Diabetes Wellness Fourth Tuesday of the month8:30am - 9:30am,1050 3rd St,,Santa Rosa,CA,95404,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/silvercrest-residence-apartments,,,,,,,English,,,,"
			OPEN TO RESIDENTS OR THEIR CAREGIVERS. HOME DELIVERIES ONLY, COMMUNITY ROOM CLOSED.
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
Produce Pantry: CANCELLED UNTIL FURTHER NOTICE. First come first served. Bring a bag. Enter through Main Lobby.
		
			
",,,,,,,,,,,,,,1
4130,Lifeguard Relief Agency,1,,,"Food Bank, Other",Hosanna Christian Fellowship,,16523 Bellflower Boulevard,,Bellflower,CA,90706,33.88439409,-118.1253591,,frontdesk@hosannachapel.org,(562) 925-5093,[],https://www.hosannachapel.org/index.php/ministries-2,https://www.facebook.com/hosannacf,,@hosannacf,,@hosannachristianfellowship,,English,,,,,,,,,(562) 804 - 4114,,,,,,,,,4
4625,Community's Child - Switzer Learning Center - Torrance,,,,Other,,"Switzer Learning Center is a nonprofit special education school offering therapeutic services, Autism programs and enrichment classes and extracurricular activities serving students from 3rd grade to 22 years of age who have moderate to severe learning disabilities, emotional issues, attention problems, and behavioral disorders.",2201 Amapola Ct,,Torrance,CA,90501,33.84480399,-118.322137,,administration@switzercenter.org,(310) 328-3611,[],https://www.switzercenter.org/,https://www.facebook.com/switzercenter,,https://twitter.com/switzercenter,,https://www.instagram.com/switzerlearningcenter/,,English,,,,,,,,,,,,,,,,,,4
2922,Do Right Christian Church,,,,Food Pantry,,Temporarily closed,9815 S. Vermont Avenue,,Los Angeles,CA,90044,33.94634899,-118.292094,,pastormbarrett@gmail.com,4242003703,[],http://dorightchristianchurch.org/index.php/programs,https://www.facebook.com/Do-Right-Christian-Church-105972907562205/,,,,,"Most pantries serve according to the geographical service area. Food pantry clients should bring photo identification with them to the pantry. The identification should show the client's current residential address. Some pantries have an application process and ask clients for documents supporting income. However, all clients will be served the first time regardless of the completion of the application and service area.",English,,,,,,,,,,,,,,,,,,4
5469,Rancho Feliz,,,,"Food Pantry, Food Bank",Redwood Empire Food Bank,,6607 Redwood Dr,,Rohnert Park,CA,94928,38.34466566,-122.7143724,,,(707) 523-7900,[],https://getfood.refb.org/sites/rancho-feliz,,,,,,,English,,,,"Station 3990: Distribution available to those affected by the Coronavirus crisis.
First Tuesday of the month10:00 am - 11:00 am and Third Tuesday of the month10:0 0 am - 11:00 am. Station 3990 is activated when there is a disaster. This program is the Redwood Empire Food Bank's response, activity, or approach to a disaster whether it be a natural disaster or pandemic like COVID-19.

		
			
",,,,,,,,,,,,,,4
5512,St. Phillip's Church,,,,Food Pantry,,Senior Basket Second Tuesday of the month9:00am - 12:00pm,3730 Bohemian Hwy,,Occidental,CA,95465,38.40836701,-122.948784,,roddemar@comcast.net,(707) 799-7466,[],https://getfood.refb.org/sites/st-phillips-church,,,,,,,English,,,,"
Arrive by 8:30 am. Distribution 9-11 am. Must have proof of residency first time

Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
5391,First Baptist Church of Clearlake,,,,Unknown,,"Pantry Weekly on  Tuesday, 9:00am - 11:00am Weekly on  Thursday, 9:00am - 11:00am Weekly on  Wednesday, 9:00am - 11:00am",14550 Pearl Ave,,Clearlake,CA,95422,38.95378133,-122.6408888,,,(707) 994-5148,[],https://getfood.refb.org/sites/first-baptist-church-of-clearlake,,,,,,,English,,,,"
			DISTRIBUTION WILL BE CANCELLED UNTIL FURTHER NOTICE
Pantry: Open until food runs out
		
			
",,,,,,,,,,,,,,1
5528,Upper Lake Senior Center,,,,Unknown,,Pantry Third Tuesday of the month10:30am - 11:00am,9470 Mendenhall Ave,,Upper Lake,CA,95485,100,0,,,(707) 523-7900,[],https://getfood.refb.org/sites/upper-lake-senior-center,,,,,,,English,,,,"
			Pantry: Open until run out. Bring bags. Produce, staple goods, bread and toiletries available. Find on corner of 1st St and Mendenhall Ave
		
			
",,,,,,,,,,,,,,2
5529,Vallejo Street Senior Apartments,,,,Unknown,,Groceries to Go Fourth Friday of the month10:00am - 11:30am Senior Basket Fourth Friday of the month10:00am - 11:30am,575 Vallejo St,,Petaluma,CA,94952,38.23853209,-122.6275008,,,(555) 555-5555,[],https://getfood.refb.org/sites/vallejo-street-senior-apartments,,,,,,,English,,,,"
			OPEN TO RESIDENTS OR THEIR CAREGIVERS. FOR HOME DELIVERY CONTACT PEP HOUSING STAFF
Groceries To Go: USDA food including staple foods, open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
5531,Vigil Light Senior Apts,,,,Unknown,,Groceries to Go Third Tuesday of the month8:30am - 10:00am Senior Basket Third Tuesday of the month8:30am - 10:00am Diabetes Wellness Third Tuesday of the month8:30am - 10:00am,1945 Long Dr,,Santa Rosa,CA,95405,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/vigil-light-senior-apts,,,,,,,English,,,,"
			PRIMARILY OPEN TO RESIDENTS
Groceries To Go: USDA food open to all. 1st Tuesday distribution cancelled until further notice.
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
5506,St. Leo's Church - Food Pantry,,,,Food Pantry,,,601 Agua Caliente Rd W,,Sonoma,CA,95476,38.32343901,-122.495927,,office@stleosonoma.org,(707) 996-8422 ext 13,[],https://stleosonoma.org/home.html,StLeotheGreatParish,,,,st.leosminot,,English,,,,"Produce Pantry Weekly on  Tuesday, 8:45am - 10:00am Groceries to Go Second Tuesday of the month8:45am - 10:00am Fourth Tuesday of the month8:45am - 10:00am Diabetes Wellness Second Tuesday of the month8:45am - 10:00am Pantry Weekly on  Wednesday, 11:30am - 12:00pm Weekly on  Thursday, 11:30am - 12:00pm Weekly on  Friday, 11:30am - 12:00pm",,,,,,,,,,,,,,4
5533,Vinecrest Senior Apts,,,,"Other, Shelter",,Groceries to Go Fourth Wednesday of the month3:00pm - 4:00pm Senior Basket Fourth Wednesday of the month3:00pm - 4:00pm,8400 Hembree Ln #700,,Windsor,CA,95492,38.54309603,-122.7980278,,,(707) 838-7038,[],https://getfood.refb.org/sites/vinecrest-senior-apts,,,,,,,English,,,,"
			OPEN TO RESIDENTS
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
Groceries To Go: USDA food open to all. 2nd Wednesday distribution cancelled until further notice. 
		
			
",,,,,,,,,,,,,,2
5389,FAHA Manor Sonoma,1,,,Other,,Groceries to Go First Tuesday of the month10:00am - 10:45am Senior Basket First Tuesday of the month10:00am - 10:45am,191 W Verano Ave,,Sonoma,CA,95476,38.303864,-122.48053,,,(707) 938-0418,[],,,,,,,,English,,,,"
OPEN TO RESIDENTS OR THEIR CAREGIVERS only 
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
Groceries To Go: USDA food open to all
		
			
",,,,,,,,,,,,,,4
5432,Leggett Parking Lot,,,,Food Pantry,Redwood Empire Food Bank,Senior Basket Third Friday of the month - 12:00pm - 3:30pm,65100 Drive Thru Tree Rd,,Leggett,CA,95585,39.84376001,-123.69206,,Info@refb.org,(707) 523-7900,[],https://getfood.refb.org/sites/leggett-parking-lot,,,,,,,English,,,,"
			Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,4
3002,Houses of Light Church Corporation,,,"Co-Vid 19 Hours:
Every Sat 6:30-7:30 pm",Food Pantry,,,19408 Londelius Street,,Northridge,CA,91324,34.22984347,-118.556037,NORTHRIDGE SOUTH NC,info@housesoflight.org,(818) 392-9923,[],https://housesoflight.org/,https://www.facebook.com/housesoflightchurch/,,,,,,"English
Spanish",,,,,Alberto Clanderon (Coordinator),(818) 392- 9923.,,Alberto Clanderon,(818) 392- 9923,,,,,,,,,4
5430,Redwood Empire Food Bank: Laughlin Fields,,,Will be in an outdoor tented area to allow for social distancing and safer operations. Grab-and-go style.,Food Bank,,"Station 3990 First Tuesday of the month 9:30am - 11:30am 
Senior Basket Third Tuesday of the month 9:30am - 10:30am 
Groceries to Go Third Thursday of the month 9:30am - 10:30am",600 E Commercial St,,Willits,CA,95490,39.47028,-123.35946,,,(707) 523-7903,[],https://getfood.refb.org/sites/laughlin-fields-1,,,,,,,English,,,,"
			DRIVE THRU DISTRIBUTION MOVED FROM WILLITS SENIOR CENTER.
LOCATED IN THE PARKING LOT OF THE SOCCER AND BASEBALL FIELDS.
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on siteGroceries To Go: USDA food including staple goods, open to all
Station 3990: Distribution available to those affected by the Coronavirus crisis.
		
			
",,,,,,volunteers@refb.org,,,,,,,,2
5431,Laytonville Food Bank,,,,Food Pantry,,,375 Harwood Rd,,Laytonville,CA,95454,39.6804116,-123.4821967,,1023djbrown@gmail.com,707-984-6171,[],,,,,,,Seniors only.,English,,,,"Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site.
		
			
",,,,,,,,,,,,,,4
5408,Gualala Food Bank (at Gualala Baptist Church),,,Drive-thru only due to COVID. Please call Church if you are unable to come by car.,Food Pantry,,,37300 Church St,,Gualala,CA,95445,38.76768051,-123.5274103,,info@GualalaBaptistChurch.org,(707) 884-4330,[],https://getfood.refb.org/sites/gualala-baptist-church-food-pantry,https://www.facebook.com/Gualala-Baptist-Church-112022063759505/,,,,,Please bring ID,English,,,,"Pantry: Open to residents of Gualala and Point Arena
Senior Basket: Box of staple food items for low-income seniors (60 or older). Please bring ID to apply on-site.",,,,Gualala Food Bank (at Gualala Baptist Church),(707) 884-4330,info@GualalaBaptistChurch.org,,,,,,,,4
5539,Waves of Compassion Bodega Bay Food Pantry,,,,Unknown,,Pantry First Wednesday of the month5:00pm - 6:30pm Third Wednesday of the month5:00pm - 6:30pm,1370 Bodega Ave,,Bodega Bay,CA,94923,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/bodega-bay-food-pantry,,,,,,,English,,,,"
			CANCELLED AUG 19Pantry: First come, first served
		
			
",,,,,,,,,,,,,,2
5543,Willow Creek Pantry at Community Resource Center,,,"Encourage that appointments are made, but walkups are accepted Mon - Wed 10am-12pm",Food Pantry,Providence,"Pantry Weekly on  Thursday, 8:30am - 1:00pm      pantry monday - wensdays 10am-12",38883 CA Highway 299,,Willow Creek,CA,95573,40.93975908,-123.6326474,,,530)629-3141,[],https://getfood.refb.org/sites/willow-creek-pantry-at-community-resource-center,,,,,,,English,,,,"
			Pantry operated through Food For People, please choose site closest to you.
		
			
",,,,,,,,,,,,,,1
5546,Windsor Senior Center,,,,Unknown,,Station 3990 First Friday of the month11:00am - 12:00pm Senior Basket Third Friday of the month11:00am - 12:00pm Groceries to Go Third Friday of the month11:00am - 12:00pm,9231 Foxwood Dr,,Windsor,CA,95492,100,0,,,(555) 555-5555,[],https://getfood.refb.org/sites/windsor-senior-center,,,,,,,English,,,,"
			SITE OPEN TO SENIORS OR THEIR CAREGIVERS
Station 3990: Distribution available to those affected by the Coronavirus crisis
Groceries To Go: USDA food open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
5488,Salvation Army - Ukiah,,,,Food Pantry,Salvation Army,,419 Talmage Rd,,Ukiah,CA,95482,39.13610635,-123.2000938,,,(707) 510-1103,[],https://getfood.refb.org/sites/salvation-army-ukiah,,,,,,,English,,,,"Pantry: Can pick up every 4 months. Due to current crisis, can pick up monthly if needed. Call to make an appointment. Currently open on Thursdays only 11:00 am -2:00 pm.
		
			
",,,,,,,,,,,,,,4
5240,Burbank Housing (Resident Services),,,"Support is available during the pandemic by calling CAP Sonoma (707) 544-6911; offers food gift cards, free internet for K-12, college students, residents ages 60+, all school districts in Somona County are offering free lunch for children under 18 every weekday, emergency food distributions call (707) 523-7903",Shelter,,"Burbank Housing is a local nonprofit dedicated to building quality affordable housing in the North Bay. We create vibrant local communities that are carefully designed, professionally managed, and sustainable both financially and environmentally, to foster opportunities for people with limited-income of all ages, backgrounds and special needs.",790 Sonoma Avenue,,Santa Rosa,CA,95404,30.28867,31.748,,lflorin@burbankhousing.org,(707) 526-9782,[],burbankhousing.org,@burbankhousing,,,Burbank Housing,,,English,,,,,,,,"Laurie Lynn Hogan, Director of Fundraising and Communications ",707-303-1018,lhogan@burbankhousing.org,,,,,,"other donation contacts: sponsorship@burbankhousing.org, LTaylor@burbankhousing.org",,4
5032,Shield of Faith Economic Development - Shield of Faith Pomona,1,,,Food Pantry,,,337 N Vineyard Ave,,Ontario,CA,91768,34.06702,-117.611472,,shieldoffaithmedia@gmail.com,(909) 629-6294,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5440,Lucerne Alpine Senior Center,,,"10/07/2020 - Called and confirmed their building is closed due to COVID however they are providing food on a limited schedule. 

Every 3rd Thursday from 8-10am pst
Senior Food Box Giveaway: Every 2nd Tuesday and 4th Friday",Food Pantry,,,3985 Country Club Dr,,Lucerne,CA,95458,39.090708,-122.792136,,,(707) 274-8779,[],https://getfood.refb.org/sites/lucerne-alpine-senior-center,https://www.facebook.com/LucerneSeniors/,,,,,,English,Non-perishable,,,"Senior Basket Fourth Friday of the month, 9:30am - 11:00am
Groceries to Go Fourth Friday of the month, 9:30am - 11:00am
Station 3990 Second Tuesday of the month, 9:30am - 11:30am
DRIVE THRU DISTRIBUTION
Groceries To Go: USDA food open for all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
Pantry: CLOSED UNTIL FURTHER NOTICE. Open to everyone, must call 707-274-8779 or stop by the office for an appointment.
		

",,,,,,,,,,,,,,4
5310,Angels Who Care - White Avenue Baptist Church,,,The organization is currently closed due to COVID-19.,"Food Pantry, Other",,,675 S. White Avenue,,Pomona,CA,91766,34.05349394,-117.7596414,,whiteavebapistchurch@verizon.net,(909) 622-2234,[],www.whiteavechurch.com,,,,,,,English,,,,,,,,,,,,,,,,,,4
